Species,subspecies,Specimen #,Measurer,Collection,Collection Year,Collection Month,Collection Day,Country,State/province,County/District,Locality,Elevation,BL Average,BW Average,BD Average,Tarsus Average,Kipp's Average,WC Average,Tail,Age,Sex
Tyrannus vociferans,vociferans,11445,MM,Louisiana State University Museum of Natural Sciences,1948,2,19,Mexico,San Luis Potosi,null,"Villa de Reyes, Laguno de las Rusias",6200 feet,15.485,8.605,6.905,20.08,38.545,129.84,90.05,Adult,Male
Tyrannus vociferans,vociferans,11446,MM,Louisiana State University Museum of Natural Sciences,1946,11,27,Mexico,San Luis Potosi,null,"Pendencia region, 2.5 miles south of village at Puerto de Lobos",4300 feet,14.5,8.565,6.61,19.185,40.685,132.945,87.67,Adult,Male
Tyrannus melancholicus,satrapa,11447,MM,Louisiana State University Museum of Natural Sciences,1946,11,29,Mexico,San Luis Potosi,null,1.3 mi. S of Pedencia,4300',17.61,10.155,8.135,20.725,29.645,114.71,86.37,Adult,Female
Tyrannus couchii,null,11448,MM,Louisiana State University Museum of Natural Sciences,1948,4,4,Mexico,San Luis Potosi,null,"Gabinito region, 0.6 East of Sabinito",null,17.035,10.23,7.895,19.575,35.71,123.34,98.56,Adult,Male
Tyrannus couchii,null,11449,MM,Louisiana State University Museum of Natural Sciences,1948,5,31,Mexico,San Luis Potosi,null,Valles,null,15.97,9.7,7.25,18.87,null,null,null,Adult,Male
Tyrannus couchii,null,11450,MM,Louisiana State University Museum of Natural Sciences,1946,11,13,Mexico,San Luis Potosi,null,Ebano,null,16.325,9.67,null,18.95,27.66,114.97,92.06,Adult,Male
Tyrannus melancholicus,unknown,11451,MM,Louisiana State University Museum of Natural Sciences,1948,5,4,Mexico,San Luis Potosi,null,Ebano Region: near Laguna Chica,null,18.435,9.23,7.31,19.175,32.835,114.375,93.79,Adult,Male
Tyrannus melancholicus,unknown,11452,MM,Louisiana State University Museum of Natural Sciences,1946,8,27,Mexico,San Luis Potosi,null,Huichihuayan,null,18.465,10.09,7.425,20.91,27.285,113.535,93.22,HatchYear,Male
Tyrannus forficatus,null,13417,MM,Louisiana State University Museum of Natural Sciences,1941,9,8,United States of America,Texas,Lamb County,Little Field,null,13.585,7.635,null,19.515,null,null,165,Adult,Male
Tyrannus forficatus,null,13418,MM,Louisiana State University Museum of Natural Sciences,1942,4,1,United States of America,Texas,Wharton County,El Campo,null,13.845,7.405,6.31,19.79,48.16,123.055,222,Adult,Male
Tyrannus forficatus,null,13419,MM,Louisiana State University Museum of Natural Sciences,1941,11,2,United States of America,Louisiana,Cameron Parish,5 miles E Cameron,null,14.295,7.67,6.29,18.595,37.035,116.21,130.55,HatchYear,Male
Tyrannus couchii,null,13425,MM,Louisiana State University Museum of Natural Sciences,1947,4,4,Mexico,Tamaulipas,null,Ciudad Victoria,null,17.365,10.5,7.62,18.885,null,null,null,Adult,Male
Tyrannus melancholicus,satrapa,13426,MM,Louisiana State University Museum of Natural Sciences,1942,4,11,Mexico,Guerrero,null,"Acapulco, Laguna de Coyuca",null,17,9.955,6.735,19.515,28.96,113.325,null,Adult,Male
Tyrannus melancholicus,satrapa,13427,MM,Louisiana State University Museum of Natural Sciences,1942,4,11,Mexico,Guerrero,null,"Acapulco, Laguna de Coyuca",null,17.685,10.49,6.815,19.24,28.42,107.075,87.33,Adult,Female
Tyrannus melancholicus,satrapa,14296,MM,Louisiana State University Museum of Natural Sciences,1947,5,7,Mexico,Guerrero,null,Chilpancingo,null,17.78,9.825,7.04,19.025,31.26,110.78,89.48,Adult,Female
Tyrannus melancholicus,satrapa,14297,MM,Louisiana State University Museum of Natural Sciences,1947,5,1,Mexico,Guerrero,null,Mazatlan,null,17.595,10.51,7.875,18.185,27.9,108.585,86.73,Adult,Female
Tyrannus vociferans,xenopterus,14298,MM,Louisiana State University Museum of Natural Sciences,1947,10,19,Mexico,Guerrero,null,Chilpancingo,null,15.035,8.595,7.085,20.245,null,null,90.18,Adult,Female
Tyrannus vociferans,xenopterus,14299,MM,Louisiana State University Museum of Natural Sciences,1946,12,21,Mexico,Guerrero,null,Chilpancingo,null,15.315,8.72,7.015,20.04,32.13,121.45,90.61,Adult,Female
Tyrannus vociferans,xenopterus,14300,MM,Louisiana State University Museum of Natural Sciences,1946,12,21,Mexico,Guerrero,null,Chilpancingo,null,15.585,8.745,7.115,20.585,42.2,135.135,97.28,Adult,Male
Tyrannus crassirostris,crassirostris,14301,MM,Louisiana State University Museum of Natural Sciences,1947,1,20,Mexico,Guerrero,null,Chilpancingo,null,19.06,12.6,9.375,20.895,34.6,131.03,null,Adult,Male
Tyrannus melancholicus,satrapa,14568,MM,Louisiana State University Museum of Natural Sciences,1949,5,1,Mexico,Morelos,null,"Acatlipa, Km 86 ",4000',18.09,9.23,7.11,19.215,29.15,111.41,90.88,SecondYear,Male
Tyrannus melancholicus,satrapa,14665,MM,Louisiana State University Museum of Natural Sciences,1948,4,25,Mexico,Yucatan,null,1.5 mi. S Progreso,null,18.5,9.935,7.525,20.945,null,null,null,Adult,Male
Tyrannus melancholicus,satrapa,14666,MM,Louisiana State University Museum of Natural Sciences,1948,4,30,Mexico,Yucatan,null,1.5 mi. S Progreso,null,18.27,9.64,7.32,18.08,26.625,110.11,null,Adult,Male
Tyrannus forficatus,null,14825,MM,Louisiana State University Museum of Natural Sciences,1950,10,1,United States of America,Texas,Coryell County,10 mi. north of Killeen,null,14.02,8,6.465,17.92,47.375,121.31,200,Adult,Male
Tyrannus vociferans,vociferans,15285,MM,Louisiana State University Museum of Natural Sciences,1950,6,4,Mexico,San Luis Potosi,null,2 mi. East of Catorce at Santa Ana,8900 feet,14.56,8.86,6.445,19.855,null,null,null,Adult,Male
Tyrannus vociferans,vociferans,15286,MM,Louisiana State University Museum of Natural Sciences,null,null,null,Mexico,San Luis Potosi,null,2 mi. East of Catorce at Santa Ana,8900 feet,14.98,8.565,6.565,20.68,null,null,null,Adult,Male
Tyrannus vociferans,vociferans,15287,MM,Louisiana State University Museum of Natural Sciences,1950,5,20,Mexico,San Luis Potosi,null,"7 mi. by road SE, Mountains SE of Canada Grande",7500 feet,15.42,8.9,6.675,20.47,null,null,null,Adult,Male
Tyrannus vociferans,vociferans,15288,MM,Louisiana State University Museum of Natural Sciences,1950,8,11,Mexico,San Luis Potosi,null,2 km East of Illescas,7000 feet,12.155,8.05,5.555,null,null,null,null,HatchYear,Unknown
Tyrannus couchii,null,15289,MM,Louisiana State University Museum of Natural Sciences,1950,3,17,Mexico,San Luis Potosi,null,"vicinity of Ebano, 1.3 miles South Ajinche",null,17.62,10.655,8.13,19.535,32.415,116.13,null,Adult,Female
Tyrannus melancholicus,unknown,15290,MM,Louisiana State University Museum of Natural Sciences,1950,4,9,Mexico,San Luis Potosi,null,13 mi. E Tamazunchale,null,null,10.1,7.28,20.81,30.87,117.91,103.74,Adult,Male
Tyrannus couchii,null,15291,MM,Louisiana State University Museum of Natural Sciences,1950,7,7,Mexico,San Luis Potosi,null,2.5 miles north of Valles,null,18.55,10.7,8.215,19.185,null,null,null,Adult,Female
Tyrannus vociferans,vociferans,16471,MM,Louisiana State University Museum of Natural Sciences,1950,11,1,Mexico,San Luis Potosi,null,Bledos,null,14.165,8.11,6.925,18.87,41.41,136.285,96.3,Adult,Male
Tyrannus melancholicus,satrapa,16472,MM,Louisiana State University Museum of Natural Sciences,1930,11,25,Mexico,San Luis Potosi,null,2 km SW Huichihuayan quiche mosca floco ojo cafŽ,null,19.215,10.47,7.86,21.4,33.205,119.245,95.71,SecondYear,Female
Tyrannus vociferans,vociferans,16969,MM,Louisiana State University Museum of Natural Sciences,1951,3,16,Mexico,San Luis Potosi,null,"12 miles SE Santiago, Sierra del Zapote",780,15.055,8.945,7.165,19.55,37.34,127.94,87.23,Adult,Male
Tyrannus vociferans,vociferans,16970,MM,Louisiana State University Museum of Natural Sciences,1951,3,9,Mexico,San Luis Potosi,null,Villar,null,14.015,8.33,6.97,19.41,41.11,131.515,null,Adult,Male
Tyrannus vociferans,vociferans,16971,MM,Louisiana State University Museum of Natural Sciences,1951,3,1,Mexico,San Luis Potosi,null,Villar,null,14.31,8.89,null,18.785,null,null,null,Adult,Male
Tyrannus vociferans,vociferans,16972,MM,Louisiana State University Museum of Natural Sciences,1951,3,4,Mexico,San Luis Potosi,null,Villar,null,14.33,7.99,7.065,18.82,39.785,130.835,90.8,Adult,Male
Tyrannus couchii,null,16973,MM,Louisiana State University Museum of Natural Sciences,1951,5,19,Mexico,San Luis Potosi,null,5 km N Ebano,null,16.85,10.17,7.47,19.33,null,null,null,Adult,Male
Tyrannus vociferans,vociferans,18432,MM,Louisiana State University Museum of Natural Sciences,1952,5,4,United States of America,New Mexico,Bernalio County,7 miles SE of Tijeras,null,14.645,8.72,7.655,21.39,43.32,135.62,91.82,Adult,Male
Tyrannus vociferans,vociferans,18623,MM,Louisiana State University Museum of Natural Sciences,1952,6,23,Mexico,San Luis Potosi,null,8 km W Bledos,null,13.605,8.145,null,19.555,null,null,null,Adult,Male
Tyrannus vociferans,vociferans,18624,MM,Louisiana State University Museum of Natural Sciences,1952,7,5,Mexico,San Luis Potosi,null,"Laguna de la Rusias, Quche Mosca",null,13.55,8.22,6.935,19.45,null,null,null,Adult,Male
Tyrannus melancholicus,unknown,18625,MM,Louisiana State University Museum of Natural Sciences,1952,3,6,Mexico,San Luis Potosi,null,W Ebano,null,18.885,10.155,7.785,21.56,30.29,116.285,97.35,Adult,Female
Tyrannus melancholicus,unknown,18626,MM,Louisiana State University Museum of Natural Sciences,1952,7,21,Mexico,San Luis Potosi,null,Rio Claro,null,19.035,10.2,7.475,20.855,27.295,111.16,null,Adult,Female
Tyrannus vociferans,vociferans,18961,MM,Louisiana State University Museum of Natural Sciences,1952,9,28,United States of America,New Mexico,Sacorro County,2 mi. South of Granguvira,null,15.72,8.26,6.745,19.805,null,null,82.98,Adult,Male
Tyrannus couchii,null,19087,MM,Louisiana State University Museum of Natural Sciences,1952,9,22,Mexico,San Luis Potosi,null,"El Limon near Ebano, Jututabiul",null,17.27,10.56,7.85,19.75,31.315,119.18,98.68,Adult,Male
Tyrannus vociferans,vociferans,19824,MM,Louisiana State University Museum of Natural Sciences,1953,8,16,Mexico,San Luis Potosi,null,5 miles N of Blados,null,12.815,7.93,5.915,17.795,33.015,122.12,91.39,HatchYear,Male
Tyrannus melancholicus,unknown,19825,MM,Louisiana State University Museum of Natural Sciences,1953,8,25,Mexico,San Luis Potosi,null,Cerritos,null,19.26,10.085,7.67,21.015,31.795,119.52,97.77,Adult,Male
Tyrannus melancholicus,satrapa,19826,MM,Louisiana State University Museum of Natural Sciences,1953,8,13,Mexico,San Luis Potosi,null,"La Media Luna, Queche Mosca",null,17.275,9.94,7.45,18.94,25.745,101.4,80.81,HatchYear,Female
Tyrannus vociferans,vociferans,19917,MM,Louisiana State University Museum of Natural Sciences,1954,6,2,Mexico,San Luis Potosi,null,San Maria del Rio,null,14.585,7.855,6.54,19.835,null,null,null,Adult,Female
Tyrannus melancholicus,unknown,19918,MM,Louisiana State University Museum of Natural Sciences,1954,6,1,Mexico,San Luis Potosi,null,La Media Luna,null,18.38,10.135,7.89,21.475,28.405,114.635,94.63,Adult,Female
Tyrannus couchii,null,19919,MM,Louisiana State University Museum of Natural Sciences,1954,5,25,Mexico,San Luis Potosi,null,"S Valles, Queche Mosca",null,15.82,10.565,8.105,20.33,32.725,117.32,null,Adult,Female
Tyrannus couchii,null,19920,MM,Louisiana State University Museum of Natural Sciences,1954,6,4,Mexico,San Luis Potosi,null,"Tamazunchanle, Queche Mosca",null,16.505,9.515,7.295,18.235,null,null,null,Adult,Male
Tyrannus tyrannus,null,20238,MM,Louisiana State University Museum of Natural Sciences,null,null,null,United States of America,Florida,Duval County,null,null,14.06,8.365,6.79,18.455,null,null,79.57,Adult,Female
Tyrannus savana,monachus CA,20669,MM,Louisiana State University Museum of Natural Sciences,1955,3,22,Belize,Orange Walk,null,6 miles NE Hill Bank,45 feet,11.48,6.49,4.89,17.835,null,null,null,Adult,Male
Tyrannus melancholicus,satrapa,20670,MM,Louisiana State University Museum of Natural Sciences,1955,2,22,Belize,Orange Walk,Orange Walk District,Gallon Jug,400 ft,17.615,10.265,7.2,18.125,28.905,113,100.15,SecondYear,Male
Tyrannus melancholicus,satrapa,20671,MM,Louisiana State University Museum of Natural Sciences,1955,2,26,Belize,Orange Walk,Orange Walk District,Gallon Jug,400',17.615,10.4,7.77,19.34,29.27,113.095,92.02,Adult,Female
Tyrannus melancholicus,satrapa,20672,MM,Louisiana State University Museum of Natural Sciences,1955,3,7,Belize,Orange Walk,Orange Walk District,Gallong Jug,400 ft.,17.585,9.905,7.16,18.105,28.45,113.31,91.54,Adult,Male
Tyrannus tyrannus,null,21159,MM,Louisiana State University Museum of Natural Sciences,null,null,null,Belize,Belize,Belize District,"Turnette, Calabash Cay",null,14.55,8.065,6.47,18.8,35.455,110.37,69.3,SecondYear,Male
Tyrannus melancholicus,satrapa,21160,MM,Louisiana State University Museum of Natural Sciences,1956,4,10,Belize,Belize,Belize District,Turneffe Calabash Cay,null,18.32,9.365,7.265,18.845,26.695,108.47,null,Adult,Female
Tyrannus melancholicus,satrapa,21161,MM,Louisiana State University Museum of Natural Sciences,1956,4,10,Belize,Belize,Belize District,Turneffe Calabash Cay,null,19.01,10.195,null,17.47,29.735,110.68,null,Adult,Male
Tyrannus melancholicus,satrapa,21162,MM,Louisiana State University Museum of Natural Sciences,1956,3,20,Belize,Cayo,Cayo District,2 mi. S Augustine,null,17.645,9.085,7.055,19.135,30.025,116.59,null,Adult,Male
Tyrannus melancholicus,satrapa,21163,MM,Louisiana State University Museum of Natural Sciences,1956,5,29,Belize,Orange Walk,Orange Walk District,Gallon Jug,null,17.28,10.16,7.25,19.88,null,null,null,Adult,Female
Tyrannus melancholicus,satrapa,21164,MM,Louisiana State University Museum of Natural Sciences,1956,5,29,Belize,Orange Walk,Orange Walk District,Gallon Jug,null,18.26,10.295,7.05,19.525,null,null,null,Adult,Male
Tyrannus melancholicus,satrapa,21165,MM,Louisiana State University Museum of Natural Sciences,1956,6,6,Belize,Orange Walk,Orange Walk District,Gallon Jug,null,15.455,9.635,6.415,19.555,25.625,109.095,89.17,HatchYear,Unknown
Tyrannus melancholicus,satrapa,21166,MM,Louisiana State University Museum of Natural Sciences,1956,5,9,Belize,Toledo,Toledo District,2 mi. W San Pedro on Columbia River,null,18.99,9.365,7.055,18.95,null,null,null,Adult,Male
Tyrannus savana,monachus CA,21917,MM,Louisiana State University Museum of Natural Sciences,1956,11,23,Belize,Orange Walk,Orange Walk District,1 Mile East of Hill Bank,null,10.995,6.91,5.01,17.275,29.28,97.42,210,Adult,Female
Tyrannus savana,monachus CA,21918,MM,Louisiana State University Museum of Natural Sciences,1956,11,28,Belize,Orange Walk,Orange Walk District,2 miles East Hill Bank on Pine Ridge,null,10.785,6.24,4.935,17.34,29.995,96.245,203,Adult,Female
Tyrannus couchii,null,21919,MM,Louisiana State University Museum of Natural Sciences,1956,11,5,Belize,Orange Walk,Orange Walk District,Gallon Jug,null,14.625,9.615,null,18.975,33.81,119.415,97.53,Adult,Male
Tyrannus couchii,null,22078,MM,Louisiana State University Museum of Natural Sciences,1956,8,17,Mexico,San Luis Potosi,null,N Ebano,null,15.16,10.08,5.935,19.205,null,null,null,HatchYear,Male
Tyrannus savana,monachus CA,22921,MM,Louisiana State University Museum of Natural Sciences,1959,3,30,Mexico,Tabasco,null,18 miles northeast Teapa,null,11.315,6.625,4.975,17.845,28.59,94.055,null,Adult,Female
Tyrannus tyrannus,null,22923,MM,Louisiana State University Museum of Natural Sciences,null,null,null,Mexico,Tabasco,null,1mi E Teapa,null,13.52,8.2,6.665,19.01,40.41,121.115,84.72,Adult,Male
Tyrannus melancholicus,satrapa,22924,MM,Louisiana State University Museum of Natural Sciences,1959,3,12,Mexico,Tabasco,null,17 mi. N Teapa,null,17.63,10.225,7.79,18.57,29.36,116.67,null,Adult,Male
Tyrannus melancholicus,satrapa,22925,MM,Louisiana State University Museum of Natural Sciences,1959,5,12,Mexico,Tabasco,null,15 mi. S Villahermosa,null,18.045,10.105,7.62,19.77,null,null,null,SecondYear,Female
Tyrannus forficatus,null,23176,MM,Louisiana State University Museum of Natural Sciences,1960,1,20,United States of America,Louisiana,Plaquemines Parish,Grand Terre Isle,null,13.395,8.015,6.085,18.53,null,null,123.7,Adult,Female
Tyrannus savana,monachus CA,24000,MM,Louisiana State University Museum of Natural Sciences,1951,3,15,Mexico,Tabasco,null,7 miles South Huimonguillo,null,11.295,6.475,4.815,17.845,null,null,null,Adult,Male
Tyrannus tyrannus,null,24001,MM,Louisiana State University Museum of Natural Sciences,null,null,null,Mexico,Tabasco,null,11 mi. N of Balancan,null,13.435,8.38,6.36,18.305,35.16,113.28,79.18,Adult,Female
Tyrannus melancholicus,satrapa,24002,MM,Louisiana State University Museum of Natural Sciences,1961,5,12,Mexico,Tabasco,null,11 mi. N of Balancan,null,18.25,10.095,7.305,19.21,26.235,108.625,null,Adult,Female
Tyrannus melancholicus,satrapa,24003,MM,Louisiana State University Museum of Natural Sciences,1961,3,7,Mexico,Tabasco,null,12 mi. S Villahermosa,null,18.25,10.58,7.52,19.74,26.78,111.045,90.28,Adult,Female
Tyrannus tyrannus,null,24475,MM,Louisiana State University Museum of Natural Sciences,null,null,null,Mexico,Oaxaca,null,5 mi E of Tapanatapec,null,14.27,8.58,6.585,19.73,38.365,119.85,84.99,Adult,Female
Tyrannus couchii,null,24477,MM,Louisiana State University Museum of Natural Sciences,1961,5,7,Mexico,Oaxaca,null,2 mi. E Oaxaca,null,18.14,9.07,6.895,19.125,28.155,109.005,85.17,Adult,Female
Tyrannus melancholicus,satrapa,24478,MM,Louisiana State University Museum of Natural Sciences,1961,4,3,Mexico,Oaxaca,null,4 mi. SW Valle Nacional,null,null,10.96,7.835,21.67,31.58,115.62,90.31,Adult,Female
Tyrannus melancholicus,satrapa,24479,MM,Louisiana State University Museum of Natural Sciences,1961,4,3,Mexico,Oaxaca,null,5 mi. SW Valle Nacional,null,18.475,9.765,7.23,19.32,29.705,114.815,95.42,Adult,Male
Tyrannus melancholicus,satrapa,24480,MM,Louisiana State University Museum of Natural Sciences,1961,3,20,Mexico,Oaxaca,null,1 mi. SW Valle Nacional,null,19.675,10.61,7.48,20.355,31.68,116.69,95.24,Adult,Male
Tyrannus melancholicus,satrapa,24481,MM,Louisiana State University Museum of Natural Sciences,1961,3,2,Mexico,Oaxaca,null,1 mi. SW Valle Nacional,null,18.525,10.66,null,20.38,28.075,113.565,89.26,Adult,Female
Tyrannus melancholicus,satrapa,24482,MM,Louisiana State University Museum of Natural Sciences,1961,3,25,Mexico,Oaxaca,null,3 mi. SW Valle Nacional,null,19.015,10.32,7.58,20.215,30.31,115.9,89.94,Adult,Male
Tyrannus melancholicus,satrapa,24483,MM,Louisiana State University Museum of Natural Sciences,1961,2,26,Mexico,Oaxaca,null,1 mi. SW Valle Nacional,null,16.11,9.82,7.005,19.82,32.33,114.45,90.08,Adult,Male
Tyrannus melancholicus,satrapa,24484,MM,Louisiana State University Museum of Natural Sciences,1961,3,21,Mexico,Oaxaca,null,1 mi. SW Valle Nacional,null,17.085,10.41,7.425,20.595,30.9,114.91,89.18,Adult,Female
Tyrannus melancholicus,satrapa,24485,MM,Louisiana State University Museum of Natural Sciences,1961,3,21,Mexico,Oaxaca,null,2 mi. SW Valle Nacional,null,17.9,10.355,7.745,21.71,35.16,122.005,97.02,Adult,Male
Tyrannus couchii,null,24486,MM,Louisiana State University Museum of Natural Sciences,1961,3,12,Mexico,Oaxaca,null,1 mi. SW Valle Nacional,null,15.74,10.13,7.76,18.235,32.225,116.185,null,Adult,Female
Tyrannus melancholicus,satrapa,24487,MM,Louisiana State University Museum of Natural Sciences,1961,2,18,Mexico,Oaxaca,null,1 mi. SW Valle Nacional,null,17.83,10.06,7.21,19.2,27.74,109.775,86.1,Adult,Female
